Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,ULTRACEMCO,137016,OPTSTK,CE,10800,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 10800 CE,ULTRACEMCO29MAY25C10800,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137017,OPTSTK,PE,10800,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 10800 PE,ULTRACEMCO29MAY25P10800,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137018,OPTSTK,CE,11000,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11000 CE,ULTRACEMCO29MAY25C11000,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137021,OPTSTK,PE,11000,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11000 PE,ULTRACEMCO29MAY25P11000,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137022,OPTSTK,CE,11200,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11200 CE,ULTRACEMCO29MAY25C11200,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137038,OPTSTK,PE,11200,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11200 PE,ULTRACEMCO29MAY25P11200,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137105,OPTSTK,CE,11400,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11400 CE,ULTRACEMCO29MAY25C11400,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137106,OPTSTK,PE,11400,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11400 PE,ULTRACEMCO29MAY25P11400,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137107,OPTSTK,CE,11600,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11600 CE,ULTRACEMCO29MAY25C11600,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137108,OPTSTK,PE,11600,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11600 PE,ULTRACEMCO29MAY25P11600,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137109,OPTSTK,CE,11800,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11800 CE,ULTRACEMCO29MAY25C11800,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137110,OPTSTK,PE,11800,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 11800 PE,ULTRACEMCO29MAY25P11800,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137111,OPTSTK,CE,12000,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12000 CE,ULTRACEMCO29MAY25C12000,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137112,OPTSTK,PE,12000,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12000 PE,ULTRACEMCO29MAY25P12000,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137113,OPTSTK,CE,12200,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12200 CE,ULTRACEMCO29MAY25C12200,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137114,OPTSTK,PE,12200,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12200 PE,ULTRACEMCO29MAY25P12200,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137115,OPTSTK,CE,12400,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12400 CE,ULTRACEMCO29MAY25C12400,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137116,OPTSTK,PE,12400,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12400 PE,ULTRACEMCO29MAY25P12400,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137117,OPTSTK,CE,12600,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12600 CE,ULTRACEMCO29MAY25C12600,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137118,OPTSTK,PE,12600,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12600 PE,ULTRACEMCO29MAY25P12600,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137119,OPTSTK,CE,12800,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12800 CE,ULTRACEMCO29MAY25C12800,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137120,OPTSTK,PE,12800,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 12800 PE,ULTRACEMCO29MAY25P12800,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137121,OPTSTK,CE,13000,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13000 CE,ULTRACEMCO29MAY25C13000,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137122,OPTSTK,PE,13000,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13000 PE,ULTRACEMCO29MAY25P13000,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137129,OPTSTK,CE,13200,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13200 CE,ULTRACEMCO29MAY25C13200,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137130,OPTSTK,PE,13200,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13200 PE,ULTRACEMCO29MAY25P13200,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137131,OPTSTK,CE,13400,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13400 CE,ULTRACEMCO29MAY25C13400,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137132,OPTSTK,PE,13400,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13400 PE,ULTRACEMCO29MAY25P13400,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137133,OPTSTK,CE,13600,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13600 CE,ULTRACEMCO29MAY25C13600,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137134,OPTSTK,PE,13600,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13600 PE,ULTRACEMCO29MAY25P13600,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137135,OPTSTK,CE,13800,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13800 CE,ULTRACEMCO29MAY25C13800,2025-05-29,50,0.05
NFO,nse_fo,ULTRACEMCO,137136,OPTSTK,PE,13800,ULTRATECH CEMENT LIMITED,ULTRACEMCO MAY 13800 PE,ULTRACEMCO29MAY25P13800,2025-05-29,50,0.05
NFO,nse_fo,SHRIRAMFIN,137188,OPTSTK,PE,510,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 510 PE,SHRIRAMFIN29MAY25P510,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137189,OPTSTK,CE,530,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 530 CE,SHRIRAMFIN29MAY25C530,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137190,OPTSTK,PE,530,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 530 PE,SHRIRAMFIN29MAY25P530,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137191,OPTSTK,CE,550,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 550 CE,SHRIRAMFIN29MAY25C550,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137192,OPTSTK,PE,550,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 550 PE,SHRIRAMFIN29MAY25P550,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137200,OPTSTK,CE,570,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 570 CE,SHRIRAMFIN29MAY25C570,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137201,OPTSTK,PE,570,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 570 PE,SHRIRAMFIN29MAY25P570,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137244,OPTSTK,CE,590,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 590 CE,SHRIRAMFIN29MAY25C590,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137245,OPTSTK,PE,590,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 590 PE,SHRIRAMFIN29MAY25P590,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137271,OPTSTK,CE,610,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 610 CE,SHRIRAMFIN29MAY25C610,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137272,OPTSTK,PE,610,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 610 PE,SHRIRAMFIN29MAY25P610,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137273,OPTSTK,CE,630,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 630 CE,SHRIRAMFIN29MAY25C630,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137276,OPTSTK,PE,630,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 630 PE,SHRIRAMFIN29MAY25P630,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137277,OPTSTK,CE,650,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 650 CE,SHRIRAMFIN29MAY25C650,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137278,OPTSTK,PE,650,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 650 PE,SHRIRAMFIN29MAY25P650,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137279,OPTSTK,CE,670,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 670 CE,SHRIRAMFIN29MAY25C670,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137280,OPTSTK,PE,670,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 670 PE,SHRIRAMFIN29MAY25P670,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137281,OPTSTK,CE,690,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 690 CE,SHRIRAMFIN29MAY25C690,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137282,OPTSTK,PE,690,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 690 PE,SHRIRAMFIN29MAY25P690,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137283,OPTSTK,CE,710,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 710 CE,SHRIRAMFIN29MAY25C710,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137284,OPTSTK,PE,710,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 710 PE,SHRIRAMFIN29MAY25P710,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137285,OPTSTK,CE,730,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 730 CE,SHRIRAMFIN29MAY25C730,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137286,OPTSTK,PE,730,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 730 PE,SHRIRAMFIN29MAY25P730,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137287,OPTSTK,CE,750,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 750 CE,SHRIRAMFIN29MAY25C750,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137288,OPTSTK,PE,750,SHRIRAM FINANCE LIMITED,SHRIRAMFIN MAY 750 PE,SHRIRAMFIN29MAY25P750,2025-05-29,750,0.05
NFO,nse_fo,SHRIRAMFIN,137311,OPTSTK,CE,500,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 500 CE,SHRIRAMFIN26JUN25C500,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137312,OPTSTK,PE,500,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 500 PE,SHRIRAMFIN26JUN25P500,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137313,OPTSTK,CE,520,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 520 CE,SHRIRAMFIN26JUN25C520,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137314,OPTSTK,PE,520,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 520 PE,SHRIRAMFIN26JUN25P520,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137315,OPTSTK,CE,540,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 540 CE,SHRIRAMFIN26JUN25C540,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137316,OPTSTK,PE,540,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 540 PE,SHRIRAMFIN26JUN25P540,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137317,OPTSTK,CE,560,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 560 CE,SHRIRAMFIN26JUN25C560,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137318,OPTSTK,PE,560,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 560 PE,SHRIRAMFIN26JUN25P560,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137330,OPTSTK,CE,580,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 580 CE,SHRIRAMFIN26JUN25C580,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137331,OPTSTK,PE,580,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 580 PE,SHRIRAMFIN26JUN25P580,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137332,OPTSTK,CE,600,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 600 CE,SHRIRAMFIN26JUN25C600,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137333,OPTSTK,PE,600,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 600 PE,SHRIRAMFIN26JUN25P600,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137334,OPTSTK,CE,620,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 620 CE,SHRIRAMFIN26JUN25C620,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137335,OPTSTK,PE,620,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 620 PE,SHRIRAMFIN26JUN25P620,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137336,OPTSTK,CE,640,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 640 CE,SHRIRAMFIN26JUN25C640,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137337,OPTSTK,PE,640,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 640 PE,SHRIRAMFIN26JUN25P640,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137361,OPTSTK,CE,660,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 660 CE,SHRIRAMFIN26JUN25C660,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137362,OPTSTK,PE,660,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 660 PE,SHRIRAMFIN26JUN25P660,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137363,OPTSTK,CE,680,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 680 CE,SHRIRAMFIN26JUN25C680,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137364,OPTSTK,PE,680,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 680 PE,SHRIRAMFIN26JUN25P680,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137365,OPTSTK,CE,700,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 700 CE,SHRIRAMFIN26JUN25C700,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137366,OPTSTK,PE,700,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 700 PE,SHRIRAMFIN26JUN25P700,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137367,OPTSTK,CE,720,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 720 CE,SHRIRAMFIN26JUN25C720,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137368,OPTSTK,PE,720,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 720 PE,SHRIRAMFIN26JUN25P720,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137369,OPTSTK,CE,740,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 740 CE,SHRIRAMFIN26JUN25C740,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137370,OPTSTK,PE,740,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 740 PE,SHRIRAMFIN26JUN25P740,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137410,OPTSTK,CE,760,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 760 CE,SHRIRAMFIN26JUN25C760,2025-06-26,750,0.05
NFO,nse_fo,SHRIRAMFIN,137411,OPTSTK,PE,760,SHRIRAM FINANCE LIMITED,SHRIRAMFIN JUN 760 PE,SHRIRAMFIN26JUN25P760,2025-06-26,750,0.05
NFO,nse_fo,SIEMENS,137456,OPTSTK,CE,2800,SIEMENS LTD,SIEMENS JUN 2800 CE,SIEMENS26JUN25C2800,2025-06-26,75,0.05
NFO,nse_fo,SIEMENS,137457,OPTSTK,PE,2800,SIEMENS LTD,SIEMENS JUN 2800 PE,SIEMENS26JUN25P2800,2025-06-26,75,0.05
NFO,nse_fo,SIEMENS,137458,OPTSTK,CE,3200,SIEMENS LTD,SIEMENS JUN 3200 CE,SIEMENS26JUN25C3200,2025-06-26,75,0.05
NFO,nse_fo,SIEMENS,137459,OPTSTK,PE,3200,SIEMENS LTD,SIEMENS JUN 3200 PE,SIEMENS26JUN25P3200,2025-06-26,75,0.05
NFO,nse_fo,SIEMENS,137460,OPTSTK,CE,3600,SIEMENS LTD,SIEMENS JUN 3600 CE,SIEMENS26JUN25C3600,2025-06-26,75,0.05
NFO,nse_fo,SIEMENS,137461,OPTSTK,PE,3600,SIEMENS LTD,SIEMENS JUN 3600 PE,SIEMENS26JUN25P3600,2025-06-26,75,0.05
NFO,nse_fo,SIEMENS,137462,OPTSTK,CE,3800,SIEMENS LTD,SIEMENS JUN 3800 CE,SIEMENS26JUN25C3800,2025-06-26,75,0.05
NFO,nse_fo,SIEMENS,137463,OPTSTK,PE,3800,SIEMENS LTD,SIEMENS JUN 3800 PE,SIEMENS26JUN25P3800,2025-06-26,75,0.05
NFO,nse_fo,UNIONBANK,137778,OPTSTK,PE,100,UNION BANK OF INDIA,UNIONBANK MAY 100 PE,UNIONBANK29MAY25P100,2025-05-29,4425,0.05
NFO,nse_fo,UNIONBANK,137787,OPTSTK,CE,110,UNION BANK OF INDIA,UNIONBANK MAY 110 CE,UNIONBANK29MAY25C110,2025-05-29,4425,0.05
NFO,nse_fo,UNIONBANK,137788,OPTSTK,PE,110,UNION BANK OF INDIA,UNIONBANK MAY 110 PE,UNIONBANK29MAY25P110,2025-05-29,4425,0.05
NFO,nse_fo,UNIONBANK,137797,OPTSTK,CE,120,UNION BANK OF INDIA,UNIONBANK MAY 120 CE,UNIONBANK29MAY25C120,2025-05-29,4425,0.05
NFO,nse_fo,UNIONBANK,137798,OPTSTK,PE,120,UNION BANK OF INDIA,UNIONBANK MAY 120 PE,UNIONBANK29MAY25P120,2025-05-29,4425,0.05
NFO,nse_fo,UNIONBANK,137883,OPTSTK,CE,130,UNION BANK OF INDIA,UNIONBANK MAY 130 CE,UNIONBANK29MAY25C130,2025-05-29,4425,0.05
NFO,nse_fo,UNIONBANK,137884,OPTSTK,PE,130,UNION BANK OF INDIA,UNIONBANK MAY 130 PE,UNIONBANK29MAY25P130,2025-05-29,4425,0.05
NFO,nse_fo,UNIONBANK,137906,OPTSTK,CE,140,UNION BANK OF INDIA,UNIONBANK MAY 140 CE,UNIONBANK29MAY25C140,2025-05-29,4425,0.05
NFO,nse_fo,UNIONBANK,137909,OPTSTK,PE,140,UNION BANK OF INDIA,UNIONBANK MAY 140 PE,UNIONBANK29MAY25P140,2025-05-29,4425,0.05
NFO,nse_fo,SJVN,138013,OPTSTK,PE,78,SJVN LTD,SJVN MAY 78 PE,SJVN29MAY25P78,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138015,OPTSTK,PE,79,SJVN LTD,SJVN MAY 79 PE,SJVN29MAY25P79,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138044,OPTSTK,CE,82,SJVN LTD,SJVN MAY 82 CE,SJVN29MAY25C82,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138045,OPTSTK,PE,82,SJVN LTD,SJVN MAY 82 PE,SJVN29MAY25P82,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138048,OPTSTK,CE,84,SJVN LTD,SJVN MAY 84 CE,SJVN29MAY25C84,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138132,OPTSTK,PE,84,SJVN LTD,SJVN MAY 84 PE,SJVN29MAY25P84,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138133,OPTSTK,CE,86,SJVN LTD,SJVN MAY 86 CE,SJVN29MAY25C86,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138134,OPTSTK,PE,86,SJVN LTD,SJVN MAY 86 PE,SJVN29MAY25P86,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138139,OPTSTK,CE,87,SJVN LTD,SJVN MAY 87 CE,SJVN29MAY25C87,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138142,OPTSTK,PE,87,SJVN LTD,SJVN MAY 87 PE,SJVN29MAY25P87,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138143,OPTSTK,CE,88,SJVN LTD,SJVN MAY 88 CE,SJVN29MAY25C88,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138170,OPTSTK,PE,88,SJVN LTD,SJVN MAY 88 PE,SJVN29MAY25P88,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138171,OPTSTK,CE,89,SJVN LTD,SJVN MAY 89 CE,SJVN29MAY25C89,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138172,OPTSTK,PE,89,SJVN LTD,SJVN MAY 89 PE,SJVN29MAY25P89,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138173,OPTSTK,CE,91,SJVN LTD,SJVN MAY 91 CE,SJVN29MAY25C91,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138174,OPTSTK,PE,91,SJVN LTD,SJVN MAY 91 PE,SJVN29MAY25P91,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138175,OPTSTK,CE,92,SJVN LTD,SJVN MAY 92 CE,SJVN29MAY25C92,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138179,OPTSTK,PE,92,SJVN LTD,SJVN MAY 92 PE,SJVN29MAY25P92,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138180,OPTSTK,CE,93,SJVN LTD,SJVN MAY 93 CE,SJVN29MAY25C93,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138181,OPTSTK,PE,93,SJVN LTD,SJVN MAY 93 PE,SJVN29MAY25P93,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138182,OPTSTK,CE,94,SJVN LTD,SJVN MAY 94 CE,SJVN29MAY25C94,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138183,OPTSTK,PE,94,SJVN LTD,SJVN MAY 94 PE,SJVN29MAY25P94,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138184,OPTSTK,CE,96,SJVN LTD,SJVN MAY 96 CE,SJVN29MAY25C96,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138185,OPTSTK,PE,96,SJVN LTD,SJVN MAY 96 PE,SJVN29MAY25P96,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138186,OPTSTK,CE,97,SJVN LTD,SJVN MAY 97 CE,SJVN29MAY25C97,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138187,OPTSTK,PE,97,SJVN LTD,SJVN MAY 97 PE,SJVN29MAY25P97,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138188,OPTSTK,CE,98,SJVN LTD,SJVN MAY 98 CE,SJVN29MAY25C98,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138189,OPTSTK,PE,98,SJVN LTD,SJVN MAY 98 PE,SJVN29MAY25P98,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138190,OPTSTK,CE,99,SJVN LTD,SJVN MAY 99 CE,SJVN29MAY25C99,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138191,OPTSTK,PE,99,SJVN LTD,SJVN MAY 99 PE,SJVN29MAY25P99,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138192,OPTSTK,CE,101,SJVN LTD,SJVN MAY 101 CE,SJVN29MAY25C101,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138193,OPTSTK,PE,101,SJVN LTD,SJVN MAY 101 PE,SJVN29MAY25P101,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138194,OPTSTK,CE,102,SJVN LTD,SJVN MAY 102 CE,SJVN29MAY25C102,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138195,OPTSTK,PE,102,SJVN LTD,SJVN MAY 102 PE,SJVN29MAY25P102,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138196,OPTSTK,CE,103,SJVN LTD,SJVN MAY 103 CE,SJVN29MAY25C103,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138197,OPTSTK,PE,103,SJVN LTD,SJVN MAY 103 PE,SJVN29MAY25P103,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138198,OPTSTK,CE,104,SJVN LTD,SJVN MAY 104 CE,SJVN29MAY25C104,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138199,OPTSTK,PE,104,SJVN LTD,SJVN MAY 104 PE,SJVN29MAY25P104,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138200,OPTSTK,CE,106,SJVN LTD,SJVN MAY 106 CE,SJVN29MAY25C106,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138201,OPTSTK,PE,106,SJVN LTD,SJVN MAY 106 PE,SJVN29MAY25P106,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138202,OPTSTK,CE,107,SJVN LTD,SJVN MAY 107 CE,SJVN29MAY25C107,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138203,OPTSTK,PE,107,SJVN LTD,SJVN MAY 107 PE,SJVN29MAY25P107,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138204,OPTSTK,CE,108,SJVN LTD,SJVN MAY 108 CE,SJVN29MAY25C108,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138205,OPTSTK,PE,108,SJVN LTD,SJVN MAY 108 PE,SJVN29MAY25P108,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138206,OPTSTK,CE,109,SJVN LTD,SJVN MAY 109 CE,SJVN29MAY25C109,2025-05-29,4725,0.05
NFO,nse_fo,SJVN,138208,OPTSTK,CE,111,SJVN LTD,SJVN MAY 111 CE,SJVN29MAY25C111,2025-05-29,4725,0.05
